,relationship,trend,surface_level,spatial_autocorrelation,algorithm,spatial_autocorrelation_val,bandwidth,Coordinates,No_coordinates,Add_coordinates_change,Geographical,Geographical_change,Multiscale,Multiscale_change
117,linear,random_dis,medium,high,SupportVectorMachines,0.9226299096486184,30.0,0.064650815223206,0.06467125292188013,0.03160244737923723,0.06523447471408951,-0.870899768850512,0.06565402629033593,-1.5196448561819957
118,linear,random_dis,medium,low,SupportVectorMachines,0.49279448482689275,40.0,0.10291380208521199,0.1029015540414311,-0.011902681057621977,0.10437298674423305,-1.4299421583171712,0.10544684409337825,-2.4735195456060266
119,linear,random_dis,medium,none,SupportVectorMachines,0.0783199956745356,40.0,0.09775589302846996,0.09774709314573796,-0.009002705296700768,0.09748913462587602,0.26390403188494366,0.09912312332244627,-1.4077453686082466
120,polynom2,random_dis,medium,high,SupportVectorMachines,0.9081299679814535,35.0,0.07841365059401055,0.07956991314804286,1.4531403997903587,0.07671800456418149,3.584154451136941,0.07706037670836409,3.153876057410901
121,polynom2,random_dis,medium,low,SupportVectorMachines,0.4293787254399936,40.0,0.096115691510272,0.09532804614418333,-0.8262472566545128,0.09539741315940116,-0.07276663901503905,0.09754920736726476,-2.3300186177338924
122,polynom2,random_dis,medium,none,SupportVectorMachines,0.19731919024695396,40.0,0.08049362482722171,0.07907690505259374,-1.79157210779268,0.07821221039385491,1.0934857126283857,0.08184344486675646,-3.498543363985612
123,polynom3,random_dis,medium,high,SupportVectorMachines,0.7058193685917198,40.0,0.27228990319867297,0.27005750828209435,-0.8266368636737629,0.2686707454313528,0.5135064970284038,0.2692743911823928,0.28998160602278195
124,polynom3,random_dis,medium,low,SupportVectorMachines,0.398488002123799,40.0,0.21647272017777075,0.21631477887283762,-0.07301456967301163,0.21215468345173458,1.9231674519791315,0.2214681490764689,-2.3823477205229326
125,polynom3,random_dis,medium,none,SupportVectorMachines,0.23946328256356103,40.0,0.20573962783982508,0.19911558003601224,-3.3267350564003135,0.20046888044252945,-0.6796557086454266,0.2091181032822207,-5.023475935132444
126,linear,random_dis,large,high,SupportVectorMachines,0.8823493118318723,40.0,0.15100234517036473,0.150990328587543,-0.007958511604120245,0.1547056524719555,-2.460636995208864,0.15584863140992639,-3.217625173632619
127,linear,random_dis,large,low,SupportVectorMachines,0.4020236881507064,40.0,0.1441217099853738,0.14411133439593246,-0.007199703954464831,0.14597311511930097,-1.2919044370607535,0.147918464502256,-2.6417978310184753
128,linear,random_dis,large,none,SupportVectorMachines,0.09765853241571996,35.0,0.20182655839751854,0.20176407567742188,-0.03096820872936183,0.1991601977324092,1.2905557821778613,0.20390168308888834,-1.059458877547676
129,polynom2,random_dis,large,high,SupportVectorMachines,0.77998233565278,40.0,0.29092006476637455,0.2902815629288153,-0.21995948730503262,0.2844317300572493,2.015227151371139,0.2881113112869073,0.7476367496478534
130,polynom2,random_dis,large,low,SupportVectorMachines,0.5096222652019547,40.0,0.20319832907556062,0.20271850802075705,-0.23669326470893282,0.19531396917159322,3.6526210267913286,0.20245298126942554,0.1309829842001031
131,polynom2,random_dis,large,none,SupportVectorMachines,0.2797926066921807,40.0,0.28554161823389057,0.284580301417378,-0.3378016017709743,0.28284944418054986,0.6082140008312069,0.2930417138577555,-2.973295199363653
